assignment,video,scene,scale_label,scale_value,movement_label,movement_value,frames,time(s),size(MB),dir
train,tt2040537,0045,ECS,0,Motion,0,31,1.29,0.52,./../data/train/tt2040537/shot_0045.mp4
train,tt2041331,0005,CS,1,Static,4,19,0.79,0.32,./../data/train/tt2041331/shot_0005.mp4
train,tt2041331,0006,MS,2,Static,4,26,1.08,0.33,./../data/train/tt2041331/shot_0006.mp4
train,tt2041331,0041,MS,2,Static,4,139,5.80,0.67,./../data/train/tt2041331/shot_0041.mp4
train,tt2041331,0049,LS,4,Motion,0,41,1.71,0.35,./../data/train/tt2041331/shot_0049.mp4
train,tt2041331,0050,ECS,0,Static,4,30,1.25,0.42,./../data/train/tt2041331/shot_0050.mp4
train,tt2041331,0062,ECS,0,Motion,0,17,0.71,0.19,./../data/train/tt2041331/shot_0062.mp4
train,tt2041331,0068,ECS,0,Static,4,39,1.63,0.83,./../data/train/tt2041331/shot_0068.mp4
train,tt2042449,0004,CS,1,Static,4,24,1.00,0.10,./../data/train/tt2042449/shot_0004.mp4
train,tt2042449,0015,CS,1,Static,4,24,1.00,0.12,./../data/train/tt2042449/shot_0015.mp4
train,tt2042449,0024,LS,4,Motion,0,23,0.96,0.16,./../data/train/tt2042449/shot_0024.mp4
train,tt2042449,0025,FS,3,Static,4,36,1.50,0.16,./../data/train/tt2042449/shot_0025.mp4
train,tt2042449,0046,FS,3,Static,4,19,0.79,0.10,./../data/train/tt2042449/shot_0046.mp4
train,tt2042520,0010,MS,2,Static,4,19,0.79,0.42,./../data/train/tt2042520/shot_0010.mp4
train,tt2042520,0024,MS,2,Static,4,29,1.21,0.76,./../data/train/tt2042520/shot_0024.mp4
train,tt2042544,0010,CS,1,Static,4,17,0.71,0.23,./../data/train/tt2042544/shot_0010.mp4
train,tt2042544,0027,ECS,0,Static,4,28,1.17,0.19,./../data/train/tt2042544/shot_0027.mp4
train,tt2042544,0028,FS,3,Static,4,48,2.00,0.23,./../data/train/tt2042544/shot_0028.mp4
train,tt2042544,0057,FS,3,Motion,0,31,1.29,0.35,./../data/train/tt2042544/shot_0057.mp4
train,tt2042544,0077,MS,2,Motion,0,28,1.17,0.54,./../data/train/tt2042544/shot_0077.mp4
train,tt2042544,0078,FS,3,Static,4,20,0.83,0.25,./../data/train/tt2042544/shot_0078.mp4
train,tt2042544,0097,FS,3,Static,4,29,1.21,0.49,./../data/train/tt2042544/shot_0097.mp4
train,tt2042559,0013,ECS,0,Static,4,28,1.17,0.17,./../data/train/tt2042559/shot_0013.mp4
train,tt2042559,0021,CS,1,Static,4,71,2.96,0.88,./../data/train/tt2042559/shot_0021.mp4
train,tt2042559,0035,FS,3,Static,4,19,0.79,0.13,./../data/train/tt2042559/shot_0035.mp4
train,tt2042568,0007,MS,2,Static,4,22,0.92,0.19,./../data/train/tt2042568/shot_0007.mp4
train,tt2042568,0009,MS,2,Static,4,18,0.75,0.16,./../data/train/tt2042568/shot_0009.mp4
train,tt2042568,0025,FS,3,Static,4,42,1.75,0.83,./../data/train/tt2042568/shot_0025.mp4
train,tt2042568,0042,MS,2,Static,4,139,5.80,1.01,./../data/train/tt2042568/shot_0042.mp4
train,tt2042568,0052,MS,2,Static,4,58,2.42,0.58,./../data/train/tt2042568/shot_0052.mp4
train,tt2042568,0061,CS,1,Static,4,34,1.42,0.36,./../data/train/tt2042568/shot_0061.mp4
train,tt2043822,0045,FS,3,Motion,0,17,0.71,0.49,./../data/train/tt2043822/shot_0045.mp4
train,tt2043865,0069,FS,3,Motion,0,71,2.37,1.49,./../data/train/tt2043865/shot_0069.mp4
train,tt2043865,0088,LS,4,Static,4,21,0.70,0.36,./../data/train/tt2043865/shot_0088.mp4
train,tt2043893,0001,FS,3,Static,4,196,6.54,2.65,./../data/train/tt2043893/shot_0001.mp4
train,tt2043893,0033,CS,1,Static,4,92,3.07,1.04,./../data/train/tt2043893/shot_0033.mp4
train,tt2043893,0038,MS,2,Push,1,63,2.10,1.59,./../data/train/tt2043893/shot_0038.mp4
train,tt2043979,0003,CS,1,Motion,0,27,1.08,0.42,./../data/train/tt2043979/shot_0003.mp4
train,tt2044729,0020,MS,2,Static,4,107,4.46,1.03,./../data/train/tt2044729/shot_0020.mp4
train,tt2044729,0022,FS,3,Static,4,36,1.50,0.86,./../data/train/tt2044729/shot_0022.mp4
train,tt2044729,0037,CS,1,Static,4,15,0.62,0.16,./../data/train/tt2044729/shot_0037.mp4
train,tt2044729,0038,FS,3,Static,4,27,1.12,0.24,./../data/train/tt2044729/shot_0038.mp4
train,tt2044729,0065,FS,3,Motion,0,29,1.21,0.69,./../data/train/tt2044729/shot_0065.mp4
train,tt2044801,0001,LS,4,Motion,0,18,0.75,0.33,./../data/train/tt2044801/shot_0001.mp4
train,tt2044801,0003,ECS,0,Static,4,23,0.96,0.24,./../data/train/tt2044801/shot_0003.mp4
train,tt2044801,0043,MS,2,Static,4,18,0.75,0.11,./../data/train/tt2044801/shot_0043.mp4
train,tt2044801,0047,ECS,0,Push,1,31,1.29,0.24,./../data/train/tt2044801/shot_0047.mp4
train,tt2044801,0058,ECS,0,Static,4,21,0.88,0.15,./../data/train/tt2044801/shot_0058.mp4
train,tt2044801,0059,CS,1,Static,4,19,0.79,0.18,./../data/train/tt2044801/shot_0059.mp4
train,tt2044801,0111,ECS,0,Static,4,25,1.04,0.29,./../data/train/tt2044801/shot_0111.mp4
train,tt2044819,0015,MS,2,Static,4,64,2.67,1.38,./../data/train/tt2044819/shot_0015.mp4
train,tt2044819,0041,MS,2,Static,4,34,1.42,0.30,./../data/train/tt2044819/shot_0041.mp4
train,tt2046136,0007,ECS,0,Static,4,47,1.88,0.69,./../data/train/tt2046136/shot_0007.mp4
train,tt2046136,0008,ECS,0,Static,4,47,1.88,0.65,./../data/train/tt2046136/shot_0008.mp4
train,tt2046136,0010,FS,3,Static,4,62,2.48,0.41,./../data/train/tt2046136/shot_0010.mp4
train,tt2046136,0011,ECS,0,Static,4,36,1.44,0.60,./../data/train/tt2046136/shot_0011.mp4
train,tt2046136,0012,CS,1,Static,4,49,1.96,0.66,./../data/train/tt2046136/shot_0012.mp4
train,tt2049448,0016,FS,3,Static,4,79,2.63,0.24,./../data/train/tt2049448/shot_0016.mp4
train,tt2049448,0030,ECS,0,Static,4,68,2.27,0.19,./../data/train/tt2049448/shot_0030.mp4
train,tt2049448,0035,CS,1,Motion,0,154,5.13,0.91,./../data/train/tt2049448/shot_0035.mp4
train,tt2049448,0042,CS,1,Static,4,41,1.37,0.14,./../data/train/tt2049448/shot_0042.mp4
train,tt2049448,0045,MS,2,Pull,2,76,2.53,0.44,./../data/train/tt2049448/shot_0045.mp4
train,tt2049636,0005,LS,4,Static,4,21,0.70,0.51,./../data/train/tt2049636/shot_0005.mp4
train,tt2049636,0010,LS,4,Static,4,43,1.43,0.27,./../data/train/tt2049636/shot_0010.mp4
train,tt2049636,0011,LS,4,Motion,0,44,1.47,0.61,./../data/train/tt2049636/shot_0011.mp4
train,tt2049636,0016,CS,1,Static,4,42,1.40,0.50,./../data/train/tt2049636/shot_0016.mp4
train,tt2049636,0023,FS,3,Motion,0,46,1.53,1.05,./../data/train/tt2049636/shot_0023.mp4
train,tt2049636,0025,LS,4,Motion,0,24,0.80,0.46,./../data/train/tt2049636/shot_0025.mp4
train,tt2049636,0037,MS,2,Static,4,48,1.60,0.36,./../data/train/tt2049636/shot_0037.mp4
train,tt2049636,0042,CS,1,Static,4,27,0.90,0.29,./../data/train/tt2049636/shot_0042.mp4
train,tt2049636,0043,LS,4,Motion,0,35,1.17,0.30,./../data/train/tt2049636/shot_0043.mp4
train,tt2049636,0053,MS,2,Motion,0,28,0.93,0.60,./../data/train/tt2049636/shot_0053.mp4
train,tt2050633,0007,CS,1,Static,4,17,0.68,0.13,./../data/train/tt2050633/shot_0007.mp4
train,tt2050633,0022,CS,1,Motion,0,57,2.28,0.25,./../data/train/tt2050633/shot_0022.mp4
train,tt2050633,0035,MS,2,Motion,0,22,0.88,0.13,./../data/train/tt2050633/shot_0035.mp4
train,tt2050633,0055,ECS,0,Motion,0,17,0.68,0.11,./../data/train/tt2050633/shot_0055.mp4
train,tt2050648,0002,FS,3,Motion,0,19,0.63,0.13,./../data/train/tt2050648/shot_0002.mp4
train,tt2050648,0004,MS,2,Static,4,30,1.00,0.21,./../data/train/tt2050648/shot_0004.mp4
train,tt2050648,0016,CS,1,Static,4,24,0.80,0.19,./../data/train/tt2050648/shot_0016.mp4
train,tt2050648,0031,FS,3,Static,4,100,3.34,0.48,./../data/train/tt2050648/shot_0031.mp4
train,tt2050648,0044,ECS,0,Static,4,22,0.73,0.33,./../data/train/tt2050648/shot_0044.mp4
train,tt2050648,0054,MS,2,Push,1,84,2.80,0.69,./../data/train/tt2050648/shot_0054.mp4
train,tt2050648,0063,LS,4,Motion,0,96,3.20,1.31,./../data/train/tt2050648/shot_0063.mp4
train,tt2051818,0028,FS,3,Static,4,19,0.79,0.22,./../data/train/tt2051818/shot_0028.mp4
train,tt2051818,0030,FS,3,Static,4,17,0.71,0.19,./../data/train/tt2051818/shot_0030.mp4
train,tt2051818,0053,CS,1,Static,4,15,0.62,0.23,./../data/train/tt2051818/shot_0053.mp4
train,tt2051831,0007,MS,2,Static,4,24,0.96,0.15,./../data/train/tt2051831/shot_0007.mp4
train,tt2051831,0014,CS,1,Static,4,36,1.44,0.18,./../data/train/tt2051831/shot_0014.mp4
train,tt2051831,0035,ECS,0,Static,4,59,2.36,0.53,./../data/train/tt2051831/shot_0035.mp4
train,tt2051831,0037,ECS,0,Motion,0,20,0.80,0.12,./../data/train/tt2051831/shot_0037.mp4
train,tt2051831,0042,MS,2,Push,1,14,0.56,0.13,./../data/train/tt2051831/shot_0042.mp4
train,tt2053378,0013,FS,3,Static,4,34,1.42,0.55,./../data/train/tt2053378/shot_0013.mp4
train,tt2053397,0028,FS,3,Static,4,24,0.96,0.22,./../data/train/tt2053397/shot_0028.mp4
train,tt2053397,0053,MS,2,Static,4,24,0.96,0.13,./../data/train/tt2053397/shot_0053.mp4
train,tt2053425,0027,MS,2,Motion,0,16,0.64,0.21,./../data/train/tt2053425/shot_0027.mp4
train,tt2055709,0008,MS,2,Motion,0,68,2.84,0.36,./../data/train/tt2055709/shot_0008.mp4
train,tt2055709,0023,ECS,0,Push,1,27,1.13,0.34,./../data/train/tt2055709/shot_0023.mp4
train,tt2055765,0013,CS,1,Static,4,15,0.63,0.17,./../data/train/tt2055765/shot_0013.mp4
train,tt2055765,0051,MS,2,Static,4,17,0.71,0.24,./../data/train/tt2055765/shot_0051.mp4
train,tt2055790,0044,LS,4,Motion,0,22,0.88,0.24,./../data/train/tt2055790/shot_0044.mp4
train,tt2055790,0046,FS,3,Motion,0,44,1.76,0.48,./../data/train/tt2055790/shot_0046.mp4
train,tt2055790,0047,MS,2,Static,4,30,1.20,0.33,./../data/train/tt2055790/shot_0047.mp4
train,tt2055790,0051,FS,3,Static,4,22,0.88,0.54,./../data/train/tt2055790/shot_0051.mp4
train,tt2055790,0052,MS,2,Static,4,25,1.00,0.38,./../data/train/tt2055790/shot_0052.mp4
train,tt2055790,0081,FS,3,Static,4,34,1.36,0.33,./../data/train/tt2055790/shot_0081.mp4
train,tt2055790,0083,FS,3,Static,4,24,0.96,0.22,./../data/train/tt2055790/shot_0083.mp4
train,tt2056501,0030,CS,1,Static,4,52,2.08,0.23,./../data/train/tt2056501/shot_0030.mp4
train,tt2056501,0039,CS,1,Static,4,33,1.32,0.10,./../data/train/tt2056501/shot_0039.mp4
train,tt2056501,0040,FS,3,Motion,0,14,0.56,0.17,./../data/train/tt2056501/shot_0040.mp4
train,tt2056501,0042,MS,2,Motion,0,25,1.00,0.24,./../data/train/tt2056501/shot_0042.mp4
train,tt2056501,0050,MS,2,Static,4,43,1.72,0.14,./../data/train/tt2056501/shot_0050.mp4
train,tt2056501,0069,MS,2,Motion,0,31,1.24,0.55,./../data/train/tt2056501/shot_0069.mp4
train,tt2056659,0020,ECS,0,Static,4,20,0.67,0.18,./../data/train/tt2056659/shot_0020.mp4
train,tt2056659,0049,MS,2,Motion,0,14,0.47,0.19,./../data/train/tt2056659/shot_0049.mp4
train,tt2056659,0051,CS,1,Static,4,17,0.57,0.13,./../data/train/tt2056659/shot_0051.mp4
train,tt2056659,0054,MS,2,Push,1,19,0.64,0.18,./../data/train/tt2056659/shot_0054.mp4
train,tt2056771,0011,LS,4,Motion,0,29,1.21,0.66,./../data/train/tt2056771/shot_0011.mp4
train,tt2056771,0017,CS,1,Static,4,32,1.33,0.51,./../data/train/tt2056771/shot_0017.mp4
train,tt2056771,0031,CS,1,Static,4,20,0.83,0.32,./../data/train/tt2056771/shot_0031.mp4
train,tt2056771,0034,MS,2,Motion,0,22,0.92,0.51,./../data/train/tt2056771/shot_0034.mp4
train,tt2056771,0050,MS,2,Static,4,16,0.67,0.13,./../data/train/tt2056771/shot_0050.mp4
train,tt2057449,0010,ECS,0,Motion,0,33,1.38,0.22,./../data/train/tt2057449/shot_0010.mp4
train,tt2057449,0015,CS,1,Static,4,15,0.63,0.16,./../data/train/tt2057449/shot_0015.mp4
train,tt2057449,0022,FS,3,Static,4,26,1.08,0.19,./../data/train/tt2057449/shot_0022.mp4
train,tt2057449,0025,ECS,0,Static,4,21,0.88,0.12,./../data/train/tt2057449/shot_0025.mp4
train,tt2057449,0031,ECS,0,Motion,0,63,2.63,0.70,./../data/train/tt2057449/shot_0031.mp4
train,tt2058024,0012,MS,2,Push,1,60,2.40,0.45,./../data/train/tt2058024/shot_0012.mp4
train,tt2058024,0013,ECS,0,Static,4,42,1.68,0.34,./../data/train/tt2058024/shot_0013.mp4
train,tt2058024,0015,MS,2,Static,4,68,2.72,0.31,./../data/train/tt2058024/shot_0015.mp4
train,tt2058024,0037,FS,3,Motion,0,33,1.32,0.35,./../data/train/tt2058024/shot_0037.mp4
train,tt2058673,0071,MS,2,Static,4,31,1.29,0.34,./../data/train/tt2058673/shot_0071.mp4
train,tt2059193,0025,MS,2,Motion,0,33,1.38,0.61,./../data/train/tt2059193/shot_0025.mp4
train,tt2059193,0026,CS,1,Motion,0,15,0.63,0.45,./../data/train/tt2059193/shot_0026.mp4
train,tt2059193,0030,CS,1,Static,4,17,0.71,0.15,./../data/train/tt2059193/shot_0030.mp4
train,tt2059255,0035,FS,3,Static,4,15,0.62,0.23,./../data/train/tt2059255/shot_0035.mp4
train,tt2059255,0047,ECS,0,Motion,0,37,1.54,0.58,./../data/train/tt2059255/shot_0047.mp4
train,tt2059290,0059,CS,1,Static,4,22,0.73,0.09,./../data/train/tt2059290/shot_0059.mp4
train,tt2059290,0063,MS,2,Motion,0,32,1.07,0.35,./../data/train/tt2059290/shot_0063.mp4
train,tt2059290,0071,MS,2,Motion,0,20,0.67,0.16,./../data/train/tt2059290/shot_0071.mp4
train,tt2059290,0081,CS,1,Static,4,16,0.53,0.19,./../data/train/tt2059290/shot_0081.mp4
train,tt2059290,0107,MS,2,Static,4,14,0.47,0.21,./../data/train/tt2059290/shot_0107.mp4
train,tt2059290,0141,MS,2,Push,1,17,0.57,0.24,./../data/train/tt2059290/shot_0141.mp4
train,tt2060489,0014,FS,3,Push,1,37,1.23,0.79,./../data/train/tt2060489/shot_0014.mp4
train,tt2060489,0045,FS,3,Motion,0,18,0.60,0.43,./../data/train/tt2060489/shot_0045.mp4
train,tt2061597,0015,LS,4,Static,4,22,0.92,0.21,./../data/train/tt2061597/shot_0015.mp4
train,tt2061597,0024,LS,4,Static,4,22,0.92,0.40,./../data/train/tt2061597/shot_0024.mp4
train,tt2061597,0025,ECS,0,Static,4,39,1.62,0.33,./../data/train/tt2061597/shot_0025.mp4
train,tt2061712,0022,FS,3,Static,4,19,0.79,0.21,./../data/train/tt2061712/shot_0022.mp4
train,tt2061712,0029,ECS,0,Static,4,17,0.71,0.20,./../data/train/tt2061712/shot_0029.mp4
train,tt2062580,0004,ECS,0,Motion,0,25,1.04,0.08,./../data/train/tt2062580/shot_0004.mp4
train,tt2062580,0007,CS,1,Static,4,17,0.71,0.06,./../data/train/tt2062580/shot_0007.mp4
train,tt2062580,0011,CS,1,Static,4,26,1.08,0.16,./../data/train/tt2062580/shot_0011.mp4
train,tt2062589,0014,LS,4,Motion,0,75,3.13,1.63,./../data/train/tt2062589/shot_0014.mp4
train,tt2062589,0045,MS,2,Motion,0,17,0.71,0.26,./../data/train/tt2062589/shot_0045.mp4
train,tt2062589,0049,CS,1,Motion,0,36,1.50,0.53,./../data/train/tt2062589/shot_0049.mp4
train,tt2062645,0015,ECS,0,Static,4,28,1.17,0.27,./../data/train/tt2062645/shot_0015.mp4
train,tt2062645,0046,FS,3,Static,4,16,0.67,0.13,./../data/train/tt2062645/shot_0046.mp4
train,tt2062645,0048,CS,1,Static,4,55,2.29,0.33,./../data/train/tt2062645/shot_0048.mp4
train,tt2062645,0052,MS,2,Motion,0,29,1.21,0.34,./../data/train/tt2062645/shot_0052.mp4
train,tt2062645,0072,LS,4,Static,4,20,0.83,0.23,./../data/train/tt2062645/shot_0072.mp4
train,tt2062661,0006,CS,1,Motion,0,14,0.58,0.16,./../data/train/tt2062661/shot_0006.mp4
train,tt2062661,0008,CS,1,Static,4,16,0.67,0.11,./../data/train/tt2062661/shot_0008.mp4
train,tt2062661,0014,MS,2,Motion,0,19,0.79,0.12,./../data/train/tt2062661/shot_0014.mp4
train,tt2062661,0024,ECS,0,Static,4,26,1.08,0.14,./../data/train/tt2062661/shot_0024.mp4
train,tt2062966,0014,ECS,0,Motion,0,14,0.58,0.33,./../data/train/tt2062966/shot_0014.mp4
train,tt2062966,0017,ECS,0,Motion,0,14,0.58,0.31,./../data/train/tt2062966/shot_0017.mp4
train,tt2062966,0019,FS,3,Motion,0,38,1.59,1.38,./../data/train/tt2062966/shot_0019.mp4
train,tt2062966,0025,MS,2,Motion,0,51,2.13,0.99,./../data/train/tt2062966/shot_0025.mp4
train,tt2062969,0001,LS,4,Static,4,42,1.75,0.84,./../data/train/tt2062969/shot_0001.mp4
train,tt2062969,0005,CS,1,Static,4,43,1.79,0.53,./../data/train/tt2062969/shot_0005.mp4
train,tt2062969,0018,FS,3,Motion,0,69,2.88,1.47,./../data/train/tt2062969/shot_0018.mp4
train,tt2062969,0040,ECS,0,Motion,0,121,5.04,1.92,./../data/train/tt2062969/shot_0040.mp4
train,tt2062990,0001,CS,1,Static,4,43,1.79,0.46,./../data/train/tt2062990/shot_0001.mp4
train,tt2062990,0006,MS,2,Motion,0,23,0.96,0.41,./../data/train/tt2062990/shot_0006.mp4
train,tt2062990,0022,CS,1,Static,4,16,0.67,0.14,./../data/train/tt2062990/shot_0022.mp4
train,tt2062990,0041,CS,1,Static,4,64,2.67,0.46,./../data/train/tt2062990/shot_0041.mp4
train,tt2062990,0055,ECS,0,Static,4,71,2.96,0.58,./../data/train/tt2062990/shot_0055.mp4
train,tt2062996,0001,LS,4,Static,4,83,2.77,0.40,./../data/train/tt2062996/shot_0001.mp4
train,tt2062996,0003,LS,4,Motion,0,65,2.17,0.29,./../data/train/tt2062996/shot_0003.mp4
train,tt2062996,0007,LS,4,Motion,0,165,5.51,1.63,./../data/train/tt2062996/shot_0007.mp4
train,tt2062996,0011,LS,4,Motion,0,249,8.31,2.54,./../data/train/tt2062996/shot_0011.mp4
train,tt2063013,0022,CS,1,Static,4,16,0.67,0.21,./../data/train/tt2063013/shot_0022.mp4
train,tt2063013,0026,ECS,0,Static,4,28,1.17,0.30,./../data/train/tt2063013/shot_0026.mp4
train,tt2063013,0045,FS,3,Motion,0,17,0.71,0.28,./../data/train/tt2063013/shot_0045.mp4
train,tt2063834,0008,MS,2,Static,4,37,1.54,0.38,./../data/train/tt2063834/shot_0008.mp4
train,tt2063834,0026,CS,1,Static,4,55,2.29,1.19,./../data/train/tt2063834/shot_0026.mp4
train,tt2063834,0058,LS,4,Motion,0,23,0.96,0.49,./../data/train/tt2063834/shot_0058.mp4
train,tt2063834,0077,LS,4,Pull,2,30,1.25,1.28,./../data/train/tt2063834/shot_0077.mp4
train,tt2063874,0016,LS,4,Motion,0,23,0.92,0.42,./../data/train/tt2063874/shot_0016.mp4
train,tt2063874,0030,LS,4,Motion,0,44,1.76,1.12,./../data/train/tt2063874/shot_0030.mp4
train,tt2063874,0031,LS,4,Motion,0,58,2.32,1.43,./../data/train/tt2063874/shot_0031.mp4
train,tt2063874,0051,FS,3,Pull,2,20,0.80,0.53,./../data/train/tt2063874/shot_0051.mp4
train,tt2063874,0095,FS,3,Static,4,32,1.28,0.63,./../data/train/tt2063874/shot_0095.mp4
train,tt2064731,0002,CS,1,Static,4,45,1.88,0.61,./../data/train/tt2064731/shot_0002.mp4
train,tt2064731,0021,CS,1,Static,4,57,2.38,0.83,./../data/train/tt2064731/shot_0021.mp4
train,tt2064731,0027,MS,2,Static,4,29,1.21,0.24,./../data/train/tt2064731/shot_0027.mp4
train,tt2065898,0002,LS,4,Static,4,49,2.04,0.23,./../data/train/tt2065898/shot_0002.mp4
train,tt2065898,0030,LS,4,Static,4,27,1.13,0.13,./../data/train/tt2065898/shot_0030.mp4
train,tt2065898,0038,ECS,0,Static,4,50,2.09,0.35,./../data/train/tt2065898/shot_0038.mp4
train,tt2065898,0048,CS,1,Static,4,40,1.67,0.16,./../data/train/tt2065898/shot_0048.mp4
train,tt2065921,0014,MS,2,Static,4,163,6.52,0.95,./../data/train/tt2065921/shot_0014.mp4
train,tt2065921,0020,CS,1,Static,4,68,2.72,0.52,./../data/train/tt2065921/shot_0020.mp4
train,tt2066041,0001,LS,4,Motion,0,126,5.26,0.97,./../data/train/tt2066041/shot_0001.mp4
train,tt2066041,0011,LS,4,Static,4,51,2.13,0.63,./../data/train/tt2066041/shot_0011.mp4
train,tt2066041,0040,LS,4,Static,4,30,1.25,0.27,./../data/train/tt2066041/shot_0040.mp4
train,tt2066041,0042,FS,3,Static,4,30,1.25,0.39,./../data/train/tt2066041/shot_0042.mp4
train,tt2066041,0046,MS,2,Static,4,15,0.63,0.21,./../data/train/tt2066041/shot_0046.mp4
train,tt2066986,0024,CS,1,Static,4,50,2.00,0.35,./../data/train/tt2066986/shot_0024.mp4
train,tt2066986,0028,ECS,0,Static,4,23,0.92,0.23,./../data/train/tt2066986/shot_0028.mp4
train,tt2066986,0034,ECS,0,Static,4,25,1.00,0.35,./../data/train/tt2066986/shot_0034.mp4
train,tt2066986,0052,ECS,0,Static,4,41,1.64,0.36,./../data/train/tt2066986/shot_0052.mp4
train,tt2066986,0056,ECS,0,Motion,0,26,1.04,0.31,./../data/train/tt2066986/shot_0056.mp4
train,tt2066986,0058,ECS,0,Static,4,23,0.92,0.24,./../data/train/tt2066986/shot_0058.mp4
train,tt2069100,0006,MS,2,Static,4,45,1.88,0.22,./../data/train/tt2069100/shot_0006.mp4
train,tt2069100,0068,FS,3,Static,4,19,0.79,0.12,./../data/train/tt2069100/shot_0068.mp4
train,tt2069708,0010,CS,1,Static,4,17,0.71,0.15,./../data/train/tt2069708/shot_0010.mp4
train,tt2069708,0017,FS,3,Static,4,25,1.04,0.28,./../data/train/tt2069708/shot_0017.mp4
train,tt2069708,0032,MS,2,Static,4,17,0.71,0.27,./../data/train/tt2069708/shot_0032.mp4
train,tt2069708,0040,LS,4,Static,4,23,0.96,0.39,./../data/train/tt2069708/shot_0040.mp4
train,tt2069708,0046,MS,2,Static,4,32,1.33,0.29,./../data/train/tt2069708/shot_0046.mp4
train,tt2069708,0060,MS,2,Motion,0,14,0.58,0.32,./../data/train/tt2069708/shot_0060.mp4
train,tt2069708,0069,CS,1,Static,4,17,0.71,0.23,./../data/train/tt2069708/shot_0069.mp4
train,tt2069708,0073,MS,2,Static,4,18,0.75,0.19,./../data/train/tt2069708/shot_0073.mp4
train,tt2069708,0076,CS,1,Static,4,29,1.21,0.32,./../data/train/tt2069708/shot_0076.mp4
train,tt2069784,0003,LS,4,Static,4,21,0.88,0.14,./../data/train/tt2069784/shot_0003.mp4
train,tt2069784,0007,LS,4,Motion,0,36,1.50,0.21,./../data/train/tt2069784/shot_0007.mp4
train,tt2069784,0016,LS,4,Motion,0,24,1.00,0.34,./../data/train/tt2069784/shot_0016.mp4
train,tt2069784,0054,LS,4,Motion,0,14,0.58,0.18,./../data/train/tt2069784/shot_0054.mp4
train,tt2069784,0073,ECS,0,Static,4,19,0.79,0.16,./../data/train/tt2069784/shot_0073.mp4
train,tt2069887,0006,ECS,0,Static,4,31,1.03,0.53,./../data/train/tt2069887/shot_0006.mp4
train,tt2069887,0012,ECS,0,Static,4,27,0.90,0.26,./../data/train/tt2069887/shot_0012.mp4
train,tt2069887,0013,MS,2,Static,4,16,0.53,0.23,./../data/train/tt2069887/shot_0013.mp4
train,tt2069887,0020,ECS,0,Motion,0,74,2.47,1.30,./../data/train/tt2069887/shot_0020.mp4
train,tt2069955,0003,LS,4,Static,4,43,1.72,0.39,./../data/train/tt2069955/shot_0003.mp4
train,tt2069955,0030,CS,1,Motion,0,15,0.60,0.21,./../data/train/tt2069955/shot_0030.mp4
train,tt2069955,0041,FS,3,Static,4,21,0.84,0.15,./../data/train/tt2069955/shot_0041.mp4
train,tt2069955,0065,MS,2,Motion,0,14,0.56,0.20,./../data/train/tt2069955/shot_0065.mp4
train,tt2070597,0032,CS,1,Static,4,22,0.92,0.18,./../data/train/tt2070597/shot_0032.mp4
train,tt2070597,0040,ECS,0,Static,4,28,1.17,0.17,./../data/train/tt2070597/shot_0040.mp4
train,tt2070597,0051,FS,3,Motion,0,27,1.13,0.64,./../data/train/tt2070597/shot_0051.mp4
train,tt2070776,0011,MS,2,Static,4,33,1.38,0.42,./../data/train/tt2070776/shot_0011.mp4
train,tt2070776,0029,ECS,0,Static,4,14,0.58,0.20,./../data/train/tt2070776/shot_0029.mp4
train,tt2070776,0033,MS,2,Motion,0,17,0.71,0.37,./../data/train/tt2070776/shot_0033.mp4
train,tt2070776,0035,CS,1,Motion,0,14,0.58,0.24,./../data/train/tt2070776/shot_0035.mp4
train,tt2070776,0039,FS,3,Pull,2,16,0.67,0.26,./../data/train/tt2070776/shot_0039.mp4
train,tt2070781,0012,LS,4,Static,4,84,3.36,0.87,./../data/train/tt2070781/shot_0012.mp4
train,tt2070781,0019,LS,4,Static,4,73,2.92,0.71,./../data/train/tt2070781/shot_0019.mp4
train,tt2070781,0030,ECS,0,Static,4,38,1.52,0.29,./../data/train/tt2070781/shot_0030.mp4
train,tt2070853,0072,FS,3,Static,4,36,1.50,0.28,./../data/train/tt2070853/shot_0072.mp4
train,tt2070874,0006,ECS,0,Motion,0,25,1.04,0.29,./../data/train/tt2070874/shot_0006.mp4
